ID,Real Angle,Estimated Angle,Line Midpoint
001,p1,89.52746024272855,228.40577764995365
002,p1,76.78407423305715,259.98393751842025
003,p1,83.61414543761876,238.4187210395612
004,p1,88.51831152447411,225.8479957602621
005,p1,76.54439794665207,280.54515902301875
006,p1,73.60499633290009,271.19510452865575
007,p1,93.61289294219412,285.6941668431082
008,p2,91.73397740533649,332.80712554564684
009,p2,101.24974519132532,277.5321472237447
010,p2,93.63975912401214,299.81982025050195
011,p2,76.47278350525593,251.71408299744883
012,p2,108.03088380386069,280.4725538630438
013,p3,141.00278731599764,319.4027777777777
014,p3,116.9326223311601,323.5816002310803
015,p3,126.73361662041873,281.76282051282055
016p3,10,90.92697606324528,240.68102409638556
017,p3,126.27215313982616,284.1388888888889
018,p3,85.23621781317223,391.5
019,p4,90.88886690368182,286.42372014139414
020,p4,86.66715988775225,272.91422711026416
021,p4,77.16310719767256,275.65003444542856
022,p4,80.52172188568208,259.0347202444725
023,p4,68.7246667460717,282.4088979839321
024,p4,68.3721105925209,246.37521204410515
025,p5,88.64262717059613,274.0332076200898
026,p5,95.3137514935276,244.82974626578087
027,p5,80.59148950756526,275.54438610117626
028,p5,83.67953839707731,246.00662121135878
029,p5,70.76573518315925,264.5297113752123
030,p5,76.30729155747184,238.7349593495935
031,0,88.00815744378058,237.30286887685259
033,0,87.38232572082791,230.6075792557788
035,5,75.59842736152639,259.89608261998006
037,5,78.88951230864637,240.2425394882555
039,10,76.75048837039772,262.3482863362109
041,10,78.95908085021567,244.49328916508313
043,0,92.7831028346662,191.08333333333334
045,0,43.12620250808006,449.38888888888886
047,5,113.8684331118005,280.27164137155705
049,5,50.41889529214527,428.33333333333337
051,10,93.2016527166992,221.8198329448329
053,10,95.50036044752545,237.37822853279243
055,0,62.99511285415817,199.88461538461542
057,0,91.76212744868532,225.3740786240786
059,5,80.16394754537824,257.10418768920283
061,5,110.71316153101672,287.3182070959849
063,10,119.49314480863663,337.5480072463768
065,10,90.79574702135098,283.16666666666663
067,0,101.49738103339762,250.4536441586281
069,0,93.12095538220483,244.52890390390388
071,5,100.0317976230168,223.1954545454545
073,5,81.41337330093232,264.67191411515506
075,10,142.03997034494222,312.5972222222222
077,10,74.41586832270467,256.39516129032256
079,0,86.11577161515704,273.5075432435948
081,0,95.19165433277836,248.7324364723468
083,5,81.53033158121029,244.03767480338163
085,5,82.20416806039258,245.14285714285714
087,10,78.12264248913297,242.84947183098592
089,10,85.78106855439115,228.11481481481485
091,0,93.2266479115197,244.44925253174733
093,0,92.07976681047643,232.67534722222223
095,5,80.35507104083035,254.3925622094613
097,5,85.14119196650192,245.66236433411282
099,10,71.51113016352133,276.1570465505364
101,10,78.54332442926405,241.6737451737452
103,0,105.37609976717656,233.39957852762285
105,0,116.46555699555059,199.75507239763948
107,5,83.50103797202566,258.7705790078588
109,5,100.98693994222737,239.3999336097336
111,10,84.9409373302778,235.93519353110997
113,10,96.75233642865133,235.11780207203952
115,0,73.79428101321214,271.1622528735632
117,0,77.87293585052434,245.68686452322066
119,5,72.20402504311429,281.3054205913914
121,5,72.00421486768896,256.6369472026596
123,10,71.92371413501982,268.0029579964504
125,10,78.08866458444055,263.7014515382836
127,0,89.73477377642998,290.7241691698851
129,0,89.97469548842705,267.401204456489
131,5,76.67845132006016,319.00314141265403
133,5,81.52584256405214,271.93642425880864
135,10,71.11529980057412,320.3873255040993
137,10,70.36707100674187,287.3942699498937
139,0,89.28398217411385,238.632131159342
141,0,91.42778944672587,207.39140046922938
143,5,88.03354744444493,209.6495646766169
145,5,87.04710797125529,219.36863823933976
147,10,91.49848024391976,239.2724525043178
149,10,86.28536659488114,243.91324786324788
