ID,Real Angle,Estimated Angle,Line Midpoint
032,0,90.42651872554544,157.2942831233731
034,0,89.63916436778787,139.81954635861462
036,5,90.1548128723947,137.6858032238664
038,5,88.9919752729874,133.2252916338653
040,10,90.68784227563464,148.63097666519718
042,10,90.17370171649283,148.40027594578345
044,0,91.87385859807104,153.92330592232156
046,0,87.84505497754392,135.1681533684885
048,5,92.91400910069243,152.27685404305754
050,5,87.08875034699886,148.3268406259992
052,10,90.63914251086034,139.15419910936583
054,10,91.04369678540868,148.533626143054
056,0,91.04374207053698,149.0259874491054
058,0,89.63592605532745,125.60470156800187
060,5,87.94229889543487,125.71618833019397
062,5,86.76161802641604,121.64267464997866
064,10,91.12696413111769,133.51400177529558
066,10,84.03363803924421,90.52891004661312
068,0,92.52223172904407,160.53971963156326
070,0,90.38614473986215,138.36620338462828
072,5,92.20236004941981,148.3379374573692
074,5,89.70018406523222,131.99534662717582
076,10,87.99467521381106,145.06399349835743
078,10,92.71212252074744,157.55821227588012
080,0,90.88787950375583,168.56295044148098
082,0,89.99727547553532,152.12837117239468
084,5,86.06977821841909,142.02964643277713
086,5,88.02455983724845,130.31747671402564
088,10,88.9189058249309,125.62441588829479
090,10,87.80226524056575,125.2615582980291
092,0,91.13968145062529,167.86712770134707
094,0,91.72767463064315,171.20850281940756
096,5,86.58191909938778,141.14307846802126
098,5,84.64384259399607,142.2413317726521
100,10,84.88862406553623,145.6396313730288
102,10,88.14371333361854,119.811332589908
104,0,91.28765644471767,163.20500534985558
106,0,89.8346693479903,133.1617027371944
108,5,86.28951047818157,154.21535082622114
110,5,87.41318154127634,149.37861384802085
112,10,89.3691059568163,138.93726161638463
114,10,88.85438291832321,126.2209451667645
116,0,90.69861782060819,138.377604697567
118,0,90.02868032188343,154.3188129914972
120,5,89.08810466558509,132.0525561626426
122,5,86.32333973062472,151.77073042531748
124,10,90.28482073942942,135.4445184785573
126,10,87.74137780685471,151.47718326252203
128,0,89.76883827211545,196.84744392295335
130,0,89.39215383550737,150.75861534429077
132,5,80.61686840651645,168.87256303952472
134,5,83.68421546970792,154.59565243298613
136,10,91.05835049139024,134.09263915825795
138,10,79.23163584573591,138.62322866094814
140,0,87.92054616528998,140.94971838440975
142,0,89.68250897205345,135.4202718337778
144,5,85.9629241856939,133.1974653842145
146,5,90.00313611648285,129.00927436275276
148,10,86.20749920625563,119.81021733924082
150,10,90.11785533310461,143.5305789557189
