ID,Real Angle,Estimated Angle,Line Midpoint
032,0,91.01465916838232,170.0588080874756
034,0,91.74768543137192,166.6884405681829
036,5,87.93130270401622,165.1345809771619
038,5,93.69694268619979,175.22721285066183
040,10,84.86074739365685,174.7078528235479
042,10,94.4106227681821,180.1424379274689
044,0,92.6402455272901,185.07489759791918
046,0,90.83531455231169,191.66736930481878
048,5,100.27795230408789,200.5264491635294
050,5,86.46986581485082,165.8897901293143
052,10,97.90667785443831,180.61437351544447
054,10,90.28056008458402,172.07145160066756
056,0,90.43771363167552,164.51218321119697
058,0,93.94459444962904,158.9076862766234
060,5,88.56470528532083,163.40037183445787
062,5,89.57351387871199,159.13583582322252
064,10,90.95098575412621,181.05806871834562
066,10,95.9509425842654,173.09402199351808
068,0,90.54413507663779,171.9949066472957
070,0,90.54574225356123,153.59907690326799
072,5,88.07185790109374,177.02980290685653
074,5,93.42928307718066,157.43264371991324
076,10,84.59827567666342,147.03047122605585
078,10,98.8102446731151,176.93403009919362
080,0,90.06933190669864,178.87864488283174
082,0,92.16949966941304,164.46392550083516
084,5,85.45596662638451,142.93459818618464
086,5,97.40472091455803,193.152520705217
088,10,88.52001904590023,161.20946403971047
090,10,108.61671864560483,241.25794597790969
092,0,87.29186618869169,174.01791152428274
094,0,92.72922378541448,171.03584908109235
096,5,86.91305827767503,158.1872681325858
098,5,88.45695421070789,145.19805927264747
100,10,84.53117808618752,148.54654524892592
102,10,89.0655056691124,193.9854894559345
104,0,89.45041072773965,180.78223419475182
106,0,89.27308523949094,167.05246277043932
108,5,82.87141762645648,164.0167929326812
110,5,101.32600438212961,201.543765089311
112,10,85.36254914094336,148.52683811017562
114,10,97.9515210082418,188.98174672271833
116,0,86.52417565403012,157.76013750233275
118,0,87.46206980740374,145.0703205089497
120,5,82.7814217874795,155.53706193511374
122,5,94.09055230476243,186.8333882821059
124,10,87.60532688302094,172.7053549933197
126,10,90.33671330455293,169.16310586788762
128,0,87.40687271337954,188.19269470798906
130,0,88.3819976386444,156.57891397521456
132,5,83.34392000777419,164.4091749791352
134,5,83.11403124137219,150.69151949462196
136,10,88.2683818391292,172.36759382218796
138,10,82.05756496210914,139.9099840192255
140,0,90.09430354054197,153.38879461009736
142,0,91.24886622077422,154.09809412883993
144,5,90.67764051154442,157.89531189817205
146,5,90.99447651430445,155.5768356903995
148,10,93.01734245806006,170.07506725104844
150,10,95.90517211351883,177.54261933260068
